iteration,gap,bound_satisfied,percentage OD satisfying bound,values of OD not satisfying bound
75,63.409741014799444,False,98.95833333333334,"{('2', '20'): np.float64(-0.000699987511577381), ('6', '18'): np.float64(-0.0010065090288775157), ('6', '20'): np.float64(-0.0029747938037123743), ('8', '18'): np.float64(-0.002941723097947718), ('8', '20'): np.float64(-0.008848205079861919), ('23', '6'): np.float64(-0.0041225563433711886)}"
76,57.085703067499516,False,98.95833333333334,"{('2', '20'): np.float64(-0.00062311794687301), ('6', '18'): np.float64(-0.0006607703002376122), ('6', '20'): np.float64(-0.001951928342166009), ('8', '18'): np.float64(-0.002033843567884338), ('8', '20'): np.float64(-0.005911187301336221), ('23', '6'): np.float64(-0.002444765619921686)}"
77,51.39256185100993,False,98.95833333333334,"{('2', '20'): np.float64(-0.00033635304056462605), ('6', '18'): np.float64(-0.0003257938708607573), ('6', '20'): np.float64(-0.0009074675585569805), ('8', '18'): np.float64(-0.0010128268678985105), ('8', '20'): np.float64(-0.002703200412085308), ('23', '6'): np.float64(-0.0009246400305615316)}"
78,46.26746585902935,False,99.13194444444444,"{('2', '20'): np.float64(-7.25994284211922e-05), ('6', '18'): np.float64(-5.173833375050354e-05), ('6', '20'): np.float64(-5.3758145249686515e-05), ('8', '18'): np.float64(-0.00017813950992285861), ('8', '20'): np.float64(-8.582075297838658e-05)}"
79,41.65264087553111,True,100.0,{}
80,37.49741731581292,True,100.0,{}
81,33.75650336262318,True,100.0,{}
82,30.38960451931357,True,100.0,{}
83,27.358972492983398,True,100.0,{}
84,24.631648276791427,True,100.0,{}
85,22.17603658799223,True,100.0,{}
86,19.965272444903466,True,100.0,{}
87,17.975074072860085,True,100.0,{}
88,16.18303318275417,True,100.0,{}
89,14.569572577220782,True,100.0,{}
90,13.117757263834882,True,100.0,{}
91,11.810608601292044,True,100.0,{}
92,10.633732190706649,True,100.0,{}
93,9.573999167644867,False,99.82638888888889,"{('10', '5'): np.float64(-3.5289113214098327e-06)}"
