origin	dest	capacity	length	fft	alpha	beta	speedLimit
319	320	5400	2640	1	0.15	4	2640
319	330	5400	2270	0.859848485	0.15	4	2640
320	312	5400	7181	2.720075758	0.15	4	2640
320	319	5400	6811	2.579924242	0.15	4	2640
320	321	5400	4541	1.720075758	0.15	4	2640
320	332	5400	1901	0.720075758	0.15	4	2640
321	305	5400	8659	3.279924242	0.15	4	2640
321	320	5400	4330	1.640151515	0.15	4	2640
321	333	5400	1901	0.720075758	0.15	4	2640
321	334	5400	739	0.279924242	0.15	4	2640
322	18	5400	2640	1	0.15	4	2640
322	323	5400	5280	2	0.15	4	2640
323	153	1800	1320	0.5	0.15	4	2640
323	322	5400	5280	2	0.15	4	2640
323	324	5400	1320	0.5	0.15	4	2640
324	129	1800	1320	0.5	0.15	4	2640
324	323	5400	1320	0.5	0.15	4	2640
324	325	5400	1531	0.579924242	0.15	4	2640
325	313	5400	4541	1.720075758	0.15	4	2640
325	324	5400	1531	0.579924242	0.15	4	2640
325	326	5400	2270	0.859848485	0.15	4	2640
325	340	5400	950	0.359848485	0.15	4	2640
326	325	5400	2270	0.859848485	0.15	4	2640
326	327	5400	4171	1.579924242	0.15	4	2640
327	315	5400	2851	1.079924242	0.15	4	2640
327	326	5400	4171	1.579924242	0.15	4	2640
327	328	5400	2640	1	0.15	4	2640
327	341	5400	2640	1	0.15	4	2640
328	316	5400	2851	1.079924242	0.15	4	2640
328	327	5400	2640	1	0.15	4	2640
328	329	5400	2640	1	0.15	4	2640
328	342	5400	2640	1	0.15	4	2640
329	31	12600	1320	0.149068323	0.15	4	8855
329	46	5400	2640	1	0.15	4	2640
329	317	5400	2851	1.079924242	0.15	4	2640
329	328	5400	2640	1	0.15	4	2640
329	343	5400	2640	1	0.15	4	2640
330	31	12600	1320	0.149068323	0.15	4	8855
330	46	5400	2640	1	0.15	4	2640
330	224	1800	1320	0.5	0.15	4	2640
330	319	5400	2270	0.859848485	0.15	4	2640
330	331	5400	1109	0.420075758	0.15	4	2640
330	339	5400	1690	0.640151515	0.15	4	2640
331	330	5400	1109	0.420075758	0.15	4	2640
331	332	5400	5069	1.920075758	0.15	4	2640
332	32	12600	1320	0.149068323	0.15	4	8855
332	47	5400	2429	0.920075758	0.15	4	2640
332	320	5400	1901	0.720075758	0.15	4	2640
332	331	5400	5069	1.920075758	0.15	4	2640
332	345	5400	1901	0.720075758	0.15	4	2640
333	32	12600	1320	0.149068323	0.15	4	8855
333	47	5400	2482	0.940151515	0.15	4	2640
333	321	5400	1901	0.720075758	0.15	4	2640
333	334	5400	1109	0.420075758	0.15	4	2640
333	358	5400	5491	2.079924242	0.15	4	2640
334	321	5400	2059	0.779924242	0.15	4	2640
334	333	5400	1109	0.420075758	0.15	4	2640
334	335	5400	739	0.279924242	0.15	4	2640
335	200	1800	1320	0.5	0.15	4	2640
335	334	5400	739	0.279924242	0.15	4	2640
335	336	5400	1320	0.5	0.15	4	2640
336	178	1800	1320	0.5	0.15	4	2640
336	335	5400	1320	0.5	0.15	4	2640
336	337	5400	1320	0.5	0.15	4	2640
337	29	12600	1320	0.149068323	0.15	4	8855
337	33	12600	1320	0.149068323	0.15	4	8855
337	44	5400	7920	3	0.15	4	2640
337	48	5400	2640	1	0.15	4	2640
337	336	5400	1320	0.5	0.15	4	2640
337	338	5400	5280	2	0.15	4	2640
338	10	5400	2640	1	0.15	4	2640
338	337	5400	5280	2	0.15	4	2640
339	243	1800	1320	0.5	0.15	4	2640
339	330	5400	1690	0.640151515	0.15	4	2640
339	344	5400	1109	0.420075758	0.15	4	2640
340	30	12600	1320	0.149068323	0.15	4	8855
340	45	5400	2640	1	0.15	4	2640
340	325	5400	950	0.359848485	0.15	4	2640
340	351	5400	4541	1.720075758	0.15	4	2640
341	30	12600	1320	0.149068323	0.15	4	8855
341	45	5400	2640	1	0.15	4	2640
341	327	5400	2640	1	0.15	4	2640
341	342	5400	2640	1	0.15	4	2640
341	353	5400	5280	2	0.15	4	2640
342	328	5400	2640	1	0.15	4	2640
342	341	5400	2640	1	0.15	4	2640
342	343	5400	2640	1	0.15	4	2640
342	354	5400	5280	2	0.15	4	2640
343	329	5400	2640	1	0.15	4	2640
343	342	5400	2640	1	0.15	4	2640
343	344	5400	5280	2	0.15	4	2640
343	355	5400	5280	2	0.15	4	2640
344	339	5400	1109	0.420075758	0.15	4	2640
344	343	5400	5280	2	0.15	4	2640
344	356	5400	5280	2	0.15	4	2640
345	332	5400	1901	0.720075758	0.15	4	2640
345	346	5400	1690	0.640151515	0.15	4	2640
346	222	1800	1320	0.5	0.15	4	2640
346	345	5400	1690	0.640151515	0.15	4	2640
346	347	5400	2851	1.079924242	0.15	4	2640
347	245	1800	1320	0.5	0.15	4	2640
347	346	5400	2851	1.079924242	0.15	4	2640
347	357	5400	739	0.279924242	0.15	4	2640
348	18	5400	2640	1	0.15	4	2640
348	349	5400	5280	2	0.15	4	2640
349	156	1800	1320	0.5	0.15	4	2640
349	348	5400	5280	2	0.15	4	2640
349	350	5400	1320	0.5	0.15	4	2640
350	126	1800	1320	0.5	0.15	4	2640
350	349	5400	1320	0.5	0.15	4	2640
350	351	5400	2270	0.859848485	0.15	4	2640
351	340	5400	4541	1.720075758	0.15	4	2640
351	350	5400	2270	0.859848485	0.15	4	2640
351	352	5400	1901	0.720075758	0.15	4	2640
351	367	5400	5280	2	0.15	4	2640
352	351	5400	1901	0.720075758	0.15	4	2640
352	353	5400	3749	1.420075758	0.15	4	2640
353	341	5400	5280	2	0.15	4	2640
353	352	5400	3749	1.420075758	0.15	4	2640
353	354	5400	2640	1	0.15	4	2640
353	369	5400	5280	2	0.15	4	2640
354	342	5400	5280	2	0.15	4	2640
354	353	5400	2640	1	0.15	4	2640
354	355	5400	2640	1	0.15	4	2640
354	370	5400	5280	2	0.15	4	2640
355	343	5400	5280	2	0.15	4	2640
355	354	5400	2640	1	0.15	4	2640
355	356	5400	5280	2	0.15	4	2640
355	371	5400	5280	2	0.15	4	2640
356	344	5400	5280	2	0.15	4	2640
356	355	5400	5280	2	0.15	4	2640
356	357	5400	5280	2	0.15	4	2640
356	372	5400	5280	2	0.15	4	2640
357	347	5400	739	0.279924242	0.15	4	2640
357	356	5400	5280	2	0.15	4	2640
357	358	5400	5280	2	0.15	4	2640
357	373	5400	5280	2	0.15	4	2640
358	333	5400	5491	2.079924242	0.15	4	2640
358	357	5400	5280	2	0.15	4	2640
358	359	5400	1901	0.720075758	0.15	4	2640
358	363	5400	4541	1.720075758	0.15	4	2640
359	202	1800	1320	0.5	0.15	4	2640
359	358	5400	1901	0.720075758	0.15	4	2640
359	360	5400	1320	0.5	0.15	4	2640
360	176	1800	1320	0.5	0.15	4	2640
360	359	5400	1320	0.5	0.15	4	2640
360	361	5400	1320	0.5	0.15	4	2640
361	33	12600	1320	0.149068323	0.15	4	8855
361	48	5400	2640	1	0.15	4	2640
361	360	5400	1320	0.5	0.15	4	2640
361	362	5400	5280	2	0.15	4	2640
361	378	5400	5280	2	0.15	4	2640
362	10	5400	2640	1	0.15	4	2640
362	361	5400	5280	2	0.15	4	2640
363	358	5400	4541	1.720075758	0.15	4	2640
363	375	5400	739	0.279924242	0.15	4	2640
364	19	5400	2640	1	0.15	4	2640
364	365	5400	5280	2	0.15	4	2640
365	158	1800	1320	0.5	0.15	4	2640
365	364	5400	5280	2	0.15	4	2640
365	366	5400	1320	0.5	0.15	4	2640
366	124	1800	1320	0.5	0.15	4	2640
366	365	5400	1320	0.5	0.15	4	2640
366	367	5400	2270	0.859848485	0.15	4	2640
367	351	5400	5280	2	0.15	4	2640
367	366	5400	2270	0.859848485	0.15	4	2640
367	368	5400	1901	0.720075758	0.15	4	2640
367	384	5400	6019	2.279924242	0.15	4	2640
368	367	5400	1901	0.720075758	0.15	4	2640
368	369	5400	3749	1.420075758	0.15	4	2640
369	34	12600	1320	0.149068323	0.15	4	8855
369	49	5400	2640	1	0.15	4	2640
369	353	5400	5280	2	0.15	4	2640
369	368	5400	3749	1.420075758	0.15	4	2640
369	370	5400	2640	1	0.15	4	2640
370	354	5400	5280	2	0.15	4	2640
370	369	5400	2640	1	0.15	4	2640
370	371	5400	2640	1	0.15	4	2640
370	386	5400	5280	2	0.15	4	2640
371	355	5400	5280	2	0.15	4	2640
371	370	5400	2640	1	0.15	4	2640
371	372	5400	5280	2	0.15	4	2640
371	387	5400	5280	2	0.15	4	2640
372	356	5400	5280	2	0.15	4	2640
372	371	5400	5280	2	0.15	4	2640
372	373	5400	5280	2	0.15	4	2640
372	388	5400	5280	2	0.15	4	2640
373	35	12600	1320	0.149068323	0.15	4	8855
373	50	5400	2640	1	0.15	4	2640
373	357	5400	5280	2	0.15	4	2640
373	372	5400	5280	2	0.15	4	2640
373	374	5400	3749	1.420075758	0.15	4	2640
374	247	1800	1320	0.5	0.15	4	2640
374	373	5400	3749	1.420075758	0.15	4	2640
374	375	5400	1531	0.579924242	0.15	4	2640
375	219	1800	1320	0.5	0.15	4	2640
375	363	5400	739	0.279924242	0.15	4	2640
375	374	5400	1531	0.579924242	0.15	4	2640
375	376	5400	1901	0.720075758	0.15	4	2640
375	390	5400	5280	2	0.15	4	2640
376	204	1800	1320	0.5	0.15	4	2640
376	375	5400	1901	0.720075758	0.15	4	2640
376	377	5400	1320	0.5	0.15	4	2640
377	174	1800	1320	0.5	0.15	4	2640
377	376	5400	1320	0.5	0.15	4	2640
377	378	5400	1320	0.5	0.15	4	2640
378	36	12600	1320	0.149068323	0.15	4	8855
378	51	5400	2640	1	0.15	4	2640
378	361	5400	5280	2	0.15	4	2640
378	377	5400	1320	0.5	0.15	4	2640
378	379	5400	5280	2	0.15	4	2640
379	9	5400	2640	1	0.15	4	2640
379	378	5400	5280	2	0.15	4	2640
380	19	5400	2640	1	0.15	4	2640
380	381	5400	5280	2	0.15	4	2640
381	160	1800	1320	0.5	0.15	4	2640
381	380	5400	5280	2	0.15	4	2640
381	382	5400	1320	0.5	0.15	4	2640
382	122	1800	1320	0.5	0.15	4	2640
382	381	5400	1320	0.5	0.15	4	2640
382	383	5400	1531	0.579924242	0.15	4	2640
383	382	5400	1531	0.579924242	0.15	4	2640
383	384	5400	1109	0.420075758	0.15	4	2640
384	367	5400	6019	2.279924242	0.15	4	2640
384	383	5400	1109	0.420075758	0.15	4	2640
384	385	5400	5280	2	0.15	4	2640
384	401	5400	5280	2	0.15	4	2640
385	34	12600	1320	0.149068323	0.15	4	8855
385	49	5400	2640	1	0.15	4	2640
385	384	5400	5280	2	0.15	4	2640
385	386	5400	2640	1	0.15	4	2640
385	402	5400	5280	2	0.15	4	2640
386	370	5400	5280	2	0.15	4	2640
386	385	5400	2640	1	0.15	4	2640
386	387	5400	2640	1	0.15	4	2640
386	403	5400	5280	2	0.15	4	2640
387	371	5400	5280	2	0.15	4	2640
387	386	5400	2640	1	0.15	4	2640
387	388	5400	5280	2	0.15	4	2640
387	404	5400	5280	2	0.15	4	2640
388	372	5400	5280	2	0.15	4	2640
388	387	5400	5280	2	0.15	4	2640
388	389	5400	5280	2	0.15	4	2640
388	405	5400	5280	2	0.15	4	2640
389	35	12600	1320	0.149068323	0.15	4	8855
389	50	5400	2640	1	0.15	4	2640
389	388	5400	5280	2	0.15	4	2640
389	390	5400	5280	2	0.15	4	2640
389	406	5400	5280	2	0.15	4	2640
390	375	5400	5280	2	0.15	4	2640
390	389	5400	5280	2	0.15	4	2640
390	391	5400	1901	0.720075758	0.15	4	2640
390	407	5400	6811	2.579924242	0.15	4	2640
391	249	1800	1320	0.5	0.15	4	2640
391	390	5400	1901	0.720075758	0.15	4	2640
391	392	5400	1109	0.420075758	0.15	4	2640
392	207	1800	1320	0.5	0.15	4	2640
392	391	5400	1109	0.420075758	0.15	4	2640
392	393	5400	1109	0.420075758	0.15	4	2640
393	170	1800	1320	0.5	0.15	4	2640
393	392	5400	1109	0.420075758	0.15	4	2640
393	394	5400	370	0.140151515	0.15	4	2640
394	36	12600	1320	0.149068323	0.15	4	8855
394	51	5400	2640	1	0.15	4	2640
394	393	5400	370	0.140151515	0.15	4	2640
394	395	5400	5280	2	0.15	4	2640
394	396	5400	1531	0.579924242	0.15	4	2640
395	9	5400	2640	1	0.15	4	2640
395	394	5400	5280	2	0.15	4	2640
396	215	1800	1320	0.5	0.15	4	2640
396	394	5400	1531	0.579924242	0.15	4	2640
396	410	5400	5280	2	0.15	4	2640
397	20	5400	2640	1	0.15	4	2640
397	398	5400	5280	2	0.15	4	2640
398	397	5400	5280	2	0.15	4	2640
398	399	5400	1531	0.579924242	0.15	4	2640
399	163	1800	1320	0.5	0.15	4	2640
399	398	5400	1531	0.579924242	0.15	4	2640
399	400	5400	1320	0.5	0.15	4	2640
400	119	1800	1320	0.5	0.15	4	2640
400	399	5400	1320	0.5	0.15	4	2640
400	401	5400	370	0.140151515	0.15	4	2640
401	37	12600	1320	0.149068323	0.15	4	8855
401	52	5400	2640	1	0.15	4	2640
401	384	5400	5280	2	0.15	4	2640
401	400	5400	370	0.140151515	0.15	4	2640
402	37	12600	1320	0.149068323	0.15	4	8855
402	52	5400	2640	1	0.15	4	2640
402	385	5400	5280	2	0.15	4	2640
402	403	5400	2640	1	0.15	4	2640
402	412	5400	5280	2	0.15	4	2640
403	386	5400	5280	2	0.15	4	2640
403	402	5400	2640	1	0.15	4	2640
403	404	5400	2640	1	0.15	4	2640
404	387	5400	5280	2	0.15	4	2640
404	403	5400	2640	1	0.15	4	2640
404	405	5400	5280	2	0.15	4	2640
404	413	5400	5280	2	0.15	4	2640
405	388	5400	5280	2	0.15	4	2640
405	404	5400	5280	2	0.15	4	2640
405	406	5400	5280	2	0.15	4	2640
405	414	5400	5280	2	0.15	4	2640
406	38	12600	1320	0.149068323	0.15	4	8855
406	53	5400	2851	1.079924242	0.15	4	2640
406	389	5400	5280	2	0.15	4	2640
406	405	5400	5280	2	0.15	4	2640
406	415	5400	5280	2	0.15	4	2640
407	38	12600	1320	0.149068323	0.15	4	8855
407	53	5400	2798	1.059848485	0.15	4	2640
407	390	5400	6811	2.579924242	0.15	4	2640
407	408	5400	2851	1.079924242	0.15	4	2640
407	416	5400	5280	2	0.15	4	2640
408	211	1800	1320	0.5	0.15	4	2640
408	407	5400	2851	1.079924242	0.15	4	2640
408	409	5400	1320	0.5	0.15	4	2640
409	167	1800	1320	0.5	0.15	4	2640
409	408	5400	1320	0.5	0.15	4	2640
409	410	5400	581	0.220075758	0.15	4	2640
410	396	5400	5280	2	0.15	4	2640
410	409	5400	581	0.220075758	0.15	4	2640
410	411	5400	5280	2	0.15	4	2640
411	8	5400	2640	1	0.15	4	2640
411	410	5400	5280	2	0.15	4	2640
412	21	5400	2640	1	0.15	4	2640
412	402	5400	5280	2	0.15	4	2640
413	21	5400	2640	1	0.15	4	2640
413	404	5400	5280	2	0.15	4	2640
414	22	5400	2640	1	0.15	4	2640
414	405	5400	5280	2	0.15	4	2640
415	22	5400	2640	1	0.15	4	2640
415	406	5400	5280	2	0.15	4	2640
416	23	5400	2640	1	0.15	4	2640
416	407	5400	5280	2	0.15	4	2640
